node_id;x;y;z;v_x;v_y;v_z;disp_x;disp_y;disp_z;T;stress_mean;strain_plast;stress_eff;stress_flow;strain_rate;surface_dist;contact_dist;strain_vol;structHardness;structTensile;structHeat;structVolume;structt85;structInstTRate;volume;Sub.stress_xx;Sub.stress_yy;Sub.stress_zz;Sub.stress_xy;Sub.stress_yz;Sub.stress_zx;stress_1;stress_2;stress_3;strain_elast;Sub.Strain_eff;Sub._strain_xx;Sub._strain_yy;Sub._strain_zz;Sub._strain_xy;Sub._strain_yz;Sub._strain_zx;Sub.strain_xx;Sub.strain_yy;Sub.strain_zz;Sub.strain_xy;Sub.strain_yz;Sub.strain_zx;Sub.strain_1;Sub.strain_1_x;Sub.strain_1_y;Sub.strain_1_z;Sub.strain_2;Sub.strain_2_x;Sub.strain_2_y;Sub.strain_2_z;Sub.strain_3;Sub.strain_3_x;Sub.strain_3_y;Sub.strain_3_z;Sub.strain_vol;Sub._temper_vol;Sub.stress_xx;Sub.stress_yy;Sub.stress_zz;Sub.stress_xy;Sub.stress_yz;Sub.stress_zx;Sub.stress_1;Sub.stress_1_x;Sub.stress_1_y;Sub.stress_1_z;Sub.stress_2;Sub.stress_2_x;Sub.stress_2_y;Sub.stress_2_z;Sub.stress_3;Sub.stress_3_x;Sub.stress_3_y;Sub.stress_3_z
20;0.37485;0.066277;-0.287477;-1.17279e-08;-4.37145e-09;-3.48415e-09;-0.00106648;-0.000361447;-0.00037284;39.4584;-4.37189e+08;1.14159;7.70951e+08;1.99172e+09;0;0;1e+30;-0.0893163;428.497;1.33548e+09;109694;2.12679;3492.35;0.00538021;5.15983e-06;-1.59395e+08;-6.88599e+08;-4.63573e+08;-6.98732e+07;3.28568e+08;-1.21437e+08;-5.02773e+07;-3.37649e+08;-9.2364e+08;0.245732;0.52829;0.122508;0.0558665;-0.178375;0.00514445;-0.856161;0.0658801;0.0927361;0.0260944;-0.208147;0.00514445;-0.856161;0.0658801;0.354023;-0.0243291;0.280304;-0.214871;0.0927254;0.0924157;0.00754652;-0.000619318;-0.536064;0.0236448;-0.32452;-0.42602;-0.0893163;-0.107757;-1.59395e+08;-6.88599e+08;-4.63573e+08;-6.98732e+07;3.28568e+08;-1.21437e+08;-5.02772e+07;-3.96203e+07;1.74839e+07;2.55411e+07;-3.37649e+08;-2.07771e+08;-1.58683e+08;-2.13677e+08;-9.2364e+08;1.72484e+07;-7.49347e+08;5.39716e+08
21;0.375012;0.0574346;-0.281316;-1.1821e-08;-3.72049e-09;-3.93921e-09;-0.00106801;-0.000299332;-0.000416269;39.4951;-4.71767e+08;1.08523;7.87971e+08;1.96538e+09;0;0;1e+30;-0.0878344;428.497;1.33548e+09;109695;2.12682;3492.49;0.00539015;9.8217e-06;-1.62823e+08;-8.35451e+08;-4.17028e+08;-7.77809e+07;2.54108e+08;-1.44883e+08;-5.24876e+07;-4.07328e+08;-9.55487e+08;0.251159;0.584843;0.120663;0.213745;-0.334408;-0.0038186;-0.811957;0.150608;0.0913845;0.184467;-0.363686;-0.0038186;-0.811957;0.150608;0.404662;-0.0481569;0.353277;-0.191384;0.0933145;0.0922117;0.014043;0.00271936;-0.585811;0.0565985;-0.271751;-0.51587;-0.0878344;-0.10607;-1.62823e+08;-8.35451e+08;-4.17028e+08;-7.77809e+07;2.54108e+08;-1.44883e+08;-5.24876e+07;-4.35759e+07;1.28586e+07;2.6282e+07;-4.07328e+08;-2.27017e+08;-1.41168e+08;-3.07329e+08;-9.55486e+08;-1.07999e+07;-8.65162e+08;4.05379e+08
22;0.37454;0.0420818;-0.274959;-1.18975e-08;-2.58469e-09;-4.41862e-09;-0.00106454;-0.000190958;-0.000460731;39.567;-4.82637e+08;0.857777;7.91123e+08;1.94942e+09;0;0;1e+30;-0.0883807;428.498;1.33548e+09;109696;2.12682;3491.53;0.00540969;7.9534e-06;-1.76349e+08;-9.11631e+08;-3.59932e+08;-6.23759e+07;1.93808e+08;-1.43945e+08;-6.96989e+07;-4.04964e+08;-9.73249e+08;0.252167;0.443099;0.103913;0.28783;-0.391744;-0.0189711;-0.301843;0.0576829;0.0744531;0.25837;-0.421204;-0.0189711;-0.301843;0.0576829;0.291457;-0.0205363;0.284255;-0.0610284;0.074678;0.0744003;0.0059175;0.00252628;-0.454516;0.0225373;-0.093734;-0.444174;-0.0883807;-0.106551;-1.76349e+08;-9.11631e+08;-3.59932e+08;-6.23759e+07;1.93808e+08;-1.43946e+08;-6.96988e+07;-5.7587e+07;1.28102e+07;3.71155e+07;-4.04964e+08;-2.27971e+08;-9.47286e+07;-3.21017e+08;-9.73249e+08;-2.05644e+07;-9.29186e+08;2.88797e+08
23;0.374495;0.031387;-0.274021;-1.19436e-08;-1.79154e-09;-4.49323e-09;-0.00106355;-0.0001159;-0.000466475;39.5567;-4.21065e+08;0.860862;7.79448e+08;1.95499e+09;0;0;1e+30;-0.0880955;428.498;1.33548e+09;109697;2.12684;3492.04;0.00540688;7.90393e-06;-1.64289e+08;-9.0021e+08;-1.98695e+08;-2.50306e+07;8.52748e+07;-1.48773e+08;-2.51733e+07;-3.27522e+08;-9.10499e+08;0.248445;0.301599;0.0975599;0.1981;-0.29566;0.0144737;-0.0111022;0.0141792;0.0681947;0.168735;-0.325025;0.0144737;-0.0111022;0.0141792;0.169304;0.011966;0.168872;-0.00172475;0.0678184;0.0676375;-0.00477952;0.00128818;-0.325218;0.00592811;-0.00374084;-0.325143;-0.0880955;-0.106633;-1.64289e+08;-9.0021e+08;-1.98695e+08;-2.50306e+07;8.52748e+07;-1.48773e+08;-2.51732e+07;-1.84997e+07;2.17928e+06;1.69322e+07;-3.27522e+08;-2.22094e+08;-2.59279e+07;-2.39317e+08;-9.10499e+08;-9.11331e+06;-9.04212e+08;1.06421e+08
24;0.374277;0.0202901;-0.275715;-1.1964e-08;-9.92745e-10;-4.37488e-09;-0.00106304;-3.78254e-05;-0.000453629;39.5535;-4.72786e+08;0.89931;7.6607e+08;1.96999e+09;0;0;1e+30;-0.0884759;428.498;1.33548e+09;109697;2.12685;3491.98;0.00540601;6.64543e-06;-1.98262e+08;-9.50774e+08;-2.6932e+08;1.49514e+06;1.63461e+07;-1.5078e+08;-7.879e+07;-3.88365e+08;-9.51202e+08;0.244181;0.218395;0.064546;0.132191;-0.196737;0.0178514;0.140265;-0.049029;0.0350541;0.102699;-0.226229;0.0178514;0.140265;-0.049029;0.117211;0.00559563;0.114788;0.0230411;0.0372663;0.037064;-0.00105808;-0.00372991;-0.242954;-0.022458;0.0486608;-0.236969;-0.0884759;-0.106705;-1.98263e+08;-9.50774e+08;-2.6932e+08;1.49513e+06;1.63461e+07;-1.5078e+08;-7.87899e+07;-6.17467e+07;811438;4.8934e+07;-3.88365e+08;-2.41219e+08;-9.48329e+06;-3.04221e+08;-9.51202e+08;6.75179e+06;-9.50868e+08;2.42872e+07
25;0.37437;0.00251023;-0.272007;-1.20574e-08;3.1467e-10;-4.62484e-09;-0.00106222;8.76225e-05;-0.000481094;39.5891;-4.49856e+08;1.16726;7.86073e+08;1.98435e+09;0;0;1e+30;-0.0912481;428.498;1.33548e+09;109698;2.12685;3493.85;0.00541578;1.6242e-05;-1.61079e+08;-9.35826e+08;-2.52663e+08;3.02689e+07;-5.28218e+07;-1.51796e+08;-4.48178e+07;-3.64403e+08;-9.40348e+08;0.250558;0.272439;0.0417884;0.206447;-0.248236;-0.0464886;-0.0688314;0.0615979;0.0113724;0.176031;-0.278652;-0.0464886;-0.0688314;0.0615979;0.18246;-0.0271677;0.179782;-0.0152329;0.0103875;0.0102211;0.0016205;0.000896175;-0.284096;0.0278504;-0.0196886;-0.282041;-0.0912481;-0.109614;-1.6108e+08;-9.35826e+08;-2.52663e+08;3.02689e+07;-5.28218e+07;-1.51796e+08;-4.48177e+07;-3.57792e+07;-2.80687e+06;2.6844e+07;-3.64403e+08;-2.19265e+08;1.52531e+07;-2.90655e+08;-9.40348e+08;2.33982e+07;-9.37676e+08;-6.68591e+07
26;0.37476;-0.0143871;-0.274743;-1.21356e-08;1.56183e-09;-4.39613e-09;-0.00106699;0.000205942;-0.000462706;39.5777;-5.00679e+08;1.17209;7.73387e+08;1.98907e+09;0;0;1e+30;-0.0905712;428.497;1.33548e+09;109705;2.12687;3493.36;0.00541278;1.09172e-05;-1.63343e+08;-9.32862e+08;-4.05831e+08;4.64628e+07;-1.4399e+08;-1.47298e+08;-8.07671e+07;-4.51537e+08;-9.69732e+08;0.246513;0.317034;0.0911578;0.194685;-0.285843;-0.0529656;0.205082;0.028838;0.0609674;0.164494;-0.316033;-0.0529656;0.205082;0.028838;0.189617;-0.0336324;0.183072;0.0361662;0.0577606;0.0567749;0.00948358;0.00479166;-0.337949;0.0164844;0.0683306;-0.330558;-0.0905712;-0.108635;-1.63343e+08;-9.32862e+08;-4.0583e+08;4.64628e+07;-1.4399e+08;-1.47298e+08;-8.07672e+07;-7.12154e+07;-1.00918e+07;3.67405e+07;-4.51537e+08;-2.12949e+08;9.51093e+07;-3.86643e+08;-9.69732e+08;1.08366e+07;-9.402e+08;-2.37246e+08
27;0.375534;-0.0307256;-0.285183;-1.21818e-08;2.76511e-09;-3.61798e-09;-0.00107289;0.000320554;-0.000389147;39.4398;-4.61587e+08;1.10726;7.67273e+08;1.98371e+09;0;0;1e+30;-0.0909198;428.497;1.33548e+09;109695;2.12682;3496.54;0.00537545;1.66768e-05;-1.49531e+08;-7.21319e+08;-5.1391e+08;9.32598e+07;-3.01157e+08;-1.14256e+08;-5.91559e+07;-3.89356e+08;-9.36249e+08;0.244559;0.356055;0.094394;0.129094;-0.223488;-0.00333874;0.470983;-0.0862836;0.0640874;0.0987875;-0.253795;-0.00333874;0.470983;-0.0862836;0.219493;-0.0295744;0.193633;0.0990407;0.0645238;0.0636942;0.010261;-0.00104144;-0.374937;-0.0322428;0.16619;-0.334543;-0.0909198;-0.109216;-1.49531e+08;-7.21319e+08;-5.1391e+08;9.32597e+07;-3.01157e+08;-1.14256e+08;-5.91561e+07;-5.04241e+07;-1.84081e+07;2.48595e+07;-3.89355e+08;-2.03536e+08;1.8983e+08;-2.72278e+08;-9.36249e+08;1.19115e+07;-7.63754e+08;-5.41387e+08
28;0.378304;-0.0433057;-0.296618;-1.23375e-08;3.67409e-09;-2.76035e-09;-0.00109387;0.000409971;-0.000309529;39.261;-4.13582e+08;1.06674;7.53734e+08;1.98368e+09;0;0;1e+30;-0.0902879;428.497;1.33548e+09;109689;2.12671;3496.94;0.00532696;6.94293e-06;-1.3284e+08;-5.49499e+08;-5.58407e+08;9.41103e+07;-3.40025e+08;-7.59326e+07;-4.62935e+07;-3.00249e+08;-8.94204e+08;0.240235;0.401343;0.0894513;0.0798942;-0.169346;-0.0160151;0.610586;-0.155025;0.0593553;0.0497983;-0.199441;-0.0160151;0.610586;-0.155025;0.26721;-0.0638841;0.212135;0.149395;0.0547339;0.0526906;0.0147267;0.00162011;-0.412232;-0.0523247;0.224788;-0.341566;-0.0902879;-0.108869;-1.3284e+08;-5.49499e+08;-5.58407e+08;9.41103e+07;-3.40025e+08;-7.59326e+07;-4.62935e+07;-3.7604e+07;-1.9589e+07;1.8582e+07;-3.00249e+08;1.7505e+08;-1.71101e+08;1.73872e+08;-8.94204e+08;1.45765e+07;-6.29892e+08;-6.34527e+08
29;0.378513;-0.0475187;-0.301454;-1.23331e-08;3.97e-09;-2.40809e-09;-0.00109581;0.000440278;-0.000275532;39.2543;-3.68175e+08;1.06863;6.06873e+08;1.9891e+09;0;0;1e+30;-0.0902792;428.497;1.33548e+09;109688;2.12662;3497.08;0.00532526;1.46125e-06;-1.35144e+08;-4.23171e+08;-5.46211e+08;7.71933e+07;-2.65712e+08;-4.11231e+07;-7.90864e+07;-2.67596e+08;-7.57844e+08;0.193426;0.385099;0.0758389;0.0151702;-0.091009;0.0387307;0.643568;-0.0263742;0.0457458;-0.0149229;-0.121102;0.0387307;0.643568;-0.0263742;0.258305;0.00760013;0.19704;0.16685;0.0467189;0.0466375;0.000497144;-0.00271147;-0.395303;-0.0202182;0.255573;-0.300896;-0.0902792;-0.10913;-1.35144e+08;-4.23171e+08;-5.46211e+08;7.71933e+07;-2.65712e+08;-4.11231e+07;-7.90864e+07;-6.63752e+07;-3.46032e+07;2.55265e+07;-2.67596e+08;1.45327e+08;-1.72928e+08;1.43469e+08;-7.57844e+08;1.97045e+07;-4.7385e+08;-5.91105e+08
30;0.378231;-0.0513181;-0.306563;-1.22916e-08;4.23533e-09;-2.03707e-09;-0.00109386;0.0004673;-0.000239577;39.2558;-3.95384e+08;1.07233;7.16837e+08;1.97947e+09;0;0;1e+30;-0.0906886;428.497;1.33548e+09;109689;2.1267;3500.92;0.00532569;4.9385e-06;-8.63253e+07;-4.5403e+08;-6.45797e+08;8.36754e+07;-2.83455e+08;-5.57239e+07;-3.86921e+07;-2.98297e+08;-8.49163e+08;0.228475;0.402435;0.0662073;-0.0496121;-0.0165952;0.0977927;0.671965;0.102567;0.0359778;-0.0798416;-0.0468247;0.0977927;0.671965;0.102567;0.292618;0.0778777;0.194499;0.204282;0.016414;0.015822;-0.00301079;-0.00316518;-0.399721;4.77622e-05;-0.289501;0.275619;-0.0906886;-0.109378;-8.63254e+07;-4.5403e+08;-6.45797e+08;8.36754e+07;-2.83455e+08;-5.57239e+07;-3.86922e+07;-3.49637e+07;-1.35525e+07;9.53679e+06;-2.98297e+08;1.27752e+08;-2.18551e+08;1.57786e+08;-8.49163e+08;3.98124e+06;-4.95523e+08;-6.89579e+08
31;0.375326;-0.0543766;-0.312133;-1.20697e-08;4.46727e-09;-1.65165e-09;-0.00107272;0.00048916;-0.000200384;39.3414;-3.72087e+08;1.16947;7.70053e+08;1.99086e+09;0;0;1e+30;-0.0896762;428.496;1.33548e+09;109699;2.12682;3505.23;0.00534906;4.92186e-06;-4.99683e+07;-3.79653e+08;-6.86641e+08;8.45432e+07;-2.82892e+08;-9.54155e+07;1.65036e+07;-2.75851e+08;-8.56914e+08;0.24544;0.39652;0.0405552;-0.0934538;0.0528987;0.0307798;0.660666;0.0889035;0.0106631;-0.123346;0.0230066;0.0307798;0.660666;0.0889035;0.29508;0.045469;0.181688;0.228022;0.00438547;0.00432957;-0.000559058;-0.000417884;-0.389142;-0.0155027;-0.302589;0.244194;-0.0896762;-0.108505;-4.99683e+07;-3.79653e+08;-6.86641e+08;8.45432e+07;-2.82892e+08;-9.54155e+07;1.65035e+07;1.45519e+07;6.3359e+06;-4.52376e+06;-2.75851e+08;1.29411e+08;-2.13641e+08;1.17066e+08;-8.56914e+08;-4.23028e+07;-4.30847e+08;-7.39515e+08
32;0.373336;-0.0568807;-0.317789;-1.19054e-08;4.65349e-09;-1.24716e-09;-0.00105813;0.000506621;-0.000160401;39.3879;-4.47751e+08;1.27086;7.62269e+08;2.00549e+09;0;0;1e+30;-0.0892761;428.495;1.33547e+09;109709;2.12685;3508.87;0.0053618;4.08198e-06;-1.65084e+08;-3.56934e+08;-8.21236e+08;1.058e+08;-2.49669e+08;-7.9605e+07;-7.05818e+07;-3.41392e+08;-9.3128e+08;0.24296;0.403682;0.0164282;-0.134664;0.118236;-0.0297807;0.645622;0.0799649;-0.0133305;-0.164423;0.0884772;-0.0297807;0.645622;0.0799649;0.310604;0.0236804;0.173563;0.256496;-0.0119673;-0.0118807;0.00143165;0.000128107;-0.387913;-0.0360015;-0.318335;0.218731;-0.0892761;-0.107655;-1.65084e+08;-3.56934e+08;-8.21236e+08;1.058e+08;-2.49669e+08;-7.96049e+07;-7.05818e+07;-5.71132e+07;-3.71582e+07;1.84156e+07;-3.41392e+08;2.00092e+08;-2.57577e+08;1.00826e+08;-9.3128e+08;-3.853e+07;-3.6497e+08;-8.55917e+08
33;0.37333;-0.0601399;-0.327331;-1.18498e-08;4.87898e-09;-5.44648e-10;-0.00105843;0.00052941;-9.40223e-05;39.3553;-4.5667e+08;1.31389;7.62369e+08;2.00334e+09;0;0;1e+30;-0.0881201;428.496;1.33547e+09;109702;2.12683;3513.54;0.00535308;8.10346e-06;-1.95043e+08;-2.88859e+08;-8.86106e+08;1.37681e+08;-1.79455e+08;-4.54219e+07;-7.05554e+07;-3.63506e+08;-9.35948e+08;0.242991;0.400629;0.0362819;-0.233305;0.197024;-0.0614394;0.535748;0.0397165;0.00690856;-0.262679;0.16765;-0.0614394;0.535748;0.0397165;0.296147;0.00476804;0.127782;0.267119;0.0101153;0.0100729;-0.000891912;0.000246864;-0.394383;-0.0355187;-0.354078;0.170014;-0.0881201;-0.106446;-1.95043e+08;-2.88859e+08;-8.86106e+08;1.37681e+08;-1.79455e+08;-4.54219e+07;-7.05554e+07;-5.35126e+07;-4.41934e+07;1.27048e+07;-3.63506e+08;2.36882e+08;-2.6645e+08;7.0907e+07;-9.35948e+08;-9.17991e+06;-2.48297e+08;-9.02365e+08
34;0.37447;-0.0615599;-0.332887;-1.18926e-08;4.9726e-09;-1.31143e-10;-0.00106728;0.000540028;-5.48506e-05;39.2942;-4.04026e+08;1.28491;7.41027e+08;2.01083e+09;0;0;1e+30;-0.0872057;428.496;1.33548e+09;109696;2.12679;3515.01;0.00533653;7.0377e-06;-1.50067e+08;-2.00197e+08;-8.61814e+08;1.23308e+08;-9.96432e+07;-1.0041e+07;-4.30266e+07;-2.92464e+08;-8.76587e+08;0.236186;0.410039;0.0746508;-0.307644;0.232993;-0.0540329;0.438404;0.0164606;0.0455822;-0.336712;0.203925;-0.0540329;0.438404;0.0164606;0.281638;-0.00152208;0.0941592;0.265428;0.0472994;0.0472106;-0.00263359;0.00120498;-0.416143;-0.0253812;-0.391512;0.138742;-0.0872057;-0.105844;-1.50067e+08;-2.00197e+08;-8.61814e+08;1.23308e+08;-9.96432e+07;-1.0041e+07;-4.30266e+07;-3.2518e+07;-2.79188e+07;3.79638e+06;-2.92464e+08;1.91489e+08;-2.18298e+08;3.48278e+07;-8.76587e+08;1.00036e+07;-1.29533e+08;-8.66906e+08
35;0.377206;-0.0630119;-0.344228;-1.20139e-08;5.03889e-09;7.03531e-10;-0.00108554;0.000552196;2.32876e-05;39.1403;-4.43709e+08;1.2312;6.96733e+08;2.00239e+09;0;0;1e+30;-0.0862462;428.496;1.33548e+09;109691;2.12678;3516.22;0.00529475;9.17673e-06;-1.6705e+08;-2.73062e+08;-8.91014e+08;8.69963e+07;-1.68813e+07;3.29815e+07;-1.17638e+08;-3.20265e+08;-8.93224e+08;0.222062;0.482319;0.15693;-0.454305;0.297375;-0.0313037;0.239309;-0.0272733;0.128182;-0.483054;0.268626;-0.0313037;0.239309;-0.0272733;0.288785;-0.0284511;0.0445886;0.2839;0.126894;0.126248;-0.000735046;0.0127674;-0.501925;-0.0106557;-0.495897;0.0768166;-0.0862462;-0.104648;-1.6705e+08;-2.73062e+08;-8.91014e+08;8.69962e+07;-1.68813e+07;3.29815e+07;-1.17638e+08;-1.02759e+08;-5.71776e+07;-3.13422e+06;-3.20265e+08;1.55092e+08;-2.79676e+08;1.72343e+07;-8.93224e+08;4.41449e+07;-3.0463e+07;-8.91612e+08
36;0.37773;-0.0626548;-0.354685;-1.19722e-08;5.00374e-09;1.45861e-09;-0.00109145;0.000551244;9.90662e-05;39.0517;-3.83169e+08;1.2949;7.48124e+08;2.01606e+09;0;0;1e+30;-0.083433;428.496;1.33547e+09;109686;2.12667;3520.21;0.00527074;3.26313e-06;-9.69316e+07;-1.95657e+08;-8.56918e+08;7.67992e+07;8.36566e+07;5.38613e+07;-4.54547e+07;-2.34182e+08;-8.6987e+08;0.238437;0.486408;0.129227;-0.469454;0.340226;-0.0259487;-0.0505729;-0.0294578;0.101416;-0.497265;0.312415;-0.0259487;-0.0505729;-0.0294578;0.314169;-0.0211161;-0.00942616;0.313317;0.100752;0.100499;-0.00246365;0.00669907;-0.498354;-0.0111588;-0.497981;-0.0157338;-0.083433;-0.102195;-9.69317e+07;-1.95657e+08;-8.56919e+08;7.67991e+07;8.36566e+07;5.38613e+07;-4.54547e+07;-3.9059e+07;-2.27195e+07;-4.93479e+06;-2.34182e+08;1.1902e+08;-2.00988e+08;-1.6706e+07;-8.6987e+08;5.00351e+07;1.0132e+08;-8.62499e+08
37;0.377662;-0.0606303;-0.36501;-1.18939e-08;4.8432e-09;2.19396e-09;-0.00109185;0.000536014;0.000173911;39.0328;-3.7827e+08;1.35924;7.38607e+08;2.00791e+09;0;0;1e+30;-0.080929;428.496;1.33547e+09;109686;2.12663;3520.95;0.00526573;1.98966e-05;-1.0356e+08;-2.37243e+08;-7.94005e+08;1.00717e+08;1.82384e+08;6.59108e+07;-2.02673e+07;-2.64486e+08;-8.50055e+08;0.235403;0.550132;0.0998427;-0.48639;0.386547;-0.0224533;-0.338524;-0.0301263;0.0728664;-0.513367;0.359571;-0.0224533;-0.338524;-0.0301263;0.391751;-0.0156504;-0.0717662;0.384803;0.0726654;0.0725892;-0.00212863;0.00255529;-0.545346;-0.0121787;-0.535879;-0.100437;-0.080929;-0.0997194;-1.0356e+08;-2.37243e+08;-7.94005e+08;1.00717e+08;1.82384e+08;6.59109e+07;-2.02674e+07;-1.65188e+07;-1.10375e+07;-4.00888e+06;-2.64486e+08;1.52734e+08;-2.09303e+08;-5.30795e+07;-8.50055e+08;4.01533e+07;2.3614e+08;-8.1561e+08
38;0.377318;-0.0561727;-0.374834;-1.17814e-08;4.51703e-09;2.89498e-09;-0.00108952;0.000503583;0.000243467;38.9835;-3.5723e+08;1.29394;7.04014e+08;1.99876e+09;0;0;1e+30;-0.0840059;428.496;1.33547e+09;109689;2.12673;3523.77;0.00525244;2.61296e-05;-4.15025e+07;-3.48113e+08;-6.82075e+08;1.09943e+08;2.14688e+08;6.62396e+07;2.06412e+07;-3.05081e+08;-7.8725e+08;0.224375;0.494755;0.0746849;-0.35895;0.284265;0.0502458;-0.539346;-0.102325;0.046683;-0.386952;0.256263;0.0502458;-0.539346;-0.102325;0.36447;-0.0639925;-0.123095;0.337033;0.0366472;0.0360754;-0.00180207;0.00619147;-0.485123;0.00562177;-0.455994;-0.165476;-0.0840059;-0.102923;-4.15025e+07;-3.48113e+08;-6.82075e+08;1.09943e+08;2.14688e+08;6.62396e+07;2.06412e+07;1.85722e+07;7.97499e+06;4.18711e+06;-3.05081e+08;1.33045e+08;-2.47969e+08;-1.17835e+08;-7.8725e+08;1.23189e+07;3.43233e+08;-7.0838e+08
39;0.377332;-0.0501477;-0.38389;-1.1696e-08;4.07996e-09;3.53963e-09;-0.00109045;0.000460914;0.000307441;38.9325;-3.926e+08;1.23339;6.30173e+08;2.00177e+09;0;0;1e+30;-0.0874179;428.496;1.33547e+09;109689;2.12673;3526.09;0.00523863;1.64618e-05;-8.27983e+07;-4.94134e+08;-6.00868e+08;8.89183e+07;2.08773e+08;7.77744e+07;-3.57837e+07;-3.78956e+08;-7.63061e+08;0.200839;0.501557;0.0529669;-0.234651;0.181684;0.12707;-0.727235;-0.167065;0.0238276;-0.26379;0.152545;0.12707;-0.727235;-0.167065;0.392772;-0.106742;-0.190982;0.326194;-0.00522776;-0.00502904;0.000591523;-0.00129935;-0.474963;0.0127688;-0.41154;-0.236773;-0.0874179;-0.106124;-8.27983e+07;-4.94134e+08;-6.00868e+08;8.89183e+07;2.08773e+08;7.77744e+07;-3.57838e+07;-3.32448e+07;-1.02601e+07;-8.36623e+06;-3.78956e+08;1.40142e+08;-2.79627e+08;-2.13955e+08;-7.63061e+08;8.11585e+06;4.66224e+08;-6.04012e+08
40;0.378414;-0.0420439;-0.393394;-1.16731e-08;3.48909e-09;4.21597e-09;-0.00109905;0.000403808;0.000376863;38.852;-4.33163e+08;1.24358;6.89513e+08;2.01555e+09;0;0;1e+30;-0.0860065;428.495;1.33547e+09;109684;2.12661;3527.85;0.00521676;7.16728e-06;-1.32505e+08;-6.09361e+08;-5.57622e+08;6.65023e+07;2.75074e+08;9.96103e+07;-7.23746e+07;-3.66879e+08;-8.60234e+08;0.219748;0.483103;0.0532604;-0.172789;0.119528;0.0669309;-0.771248;-0.0830765;0.0245915;-0.201457;0.0908594;0.0669309;-0.771248;-0.0830765;0.365398;-0.0563553;-0.205336;0.296946;0.0163195;0.0161237;-0.00132201;0.00214584;-0.467724;0.00376907;-0.385028;-0.265528;-0.0860065;-0.10447;-1.32505e+08;-6.09361e+08;-5.57622e+08;6.65023e+07;2.75074e+08;9.96103e+07;-7.23746e+07;-6.46087e+07;-2.08497e+07;-2.50818e+07;-3.66879e+08;1.65072e+08;-2.24959e+08;-2.38212e+08;-8.60234e+08;-2.18916e+07;-6.32746e+08;5.82371e+08
41;0.37943;-0.0322136;-0.40202;-1.16447e-08;2.78133e-09;4.82705e-09;-0.00110478;0.00033332;0.000436701;38.8275;-3.60379e+08;1.25385;7.45681e+08;2.01953e+09;0;0;1e+30;-0.0839019;428.495;1.33547e+09;109685;2.12664;3528.36;0.0052102;3.9598e-06;-4.41231e+07;-6.10743e+08;-4.26271e+08;4.74222e+07;3.06299e+08;7.58814e+07;-3.3278e+06;-2.39351e+08;-8.38459e+08;0.237648;0.489611;0.0522812;-0.084212;0.0319307;0.0337499;-0.833353;-0.0430251;0.024314;-0.112179;0.00396341;0.0337499;-0.833353;-0.0430251;0.368761;-0.0291422;-0.241295;0.27733;0.0221532;0.0220838;-0.00119604;0.00127996;-0.474816;-0.001328;-0.358139;-0.311744;-0.0839019;-0.102799;-4.41232e+07;-6.10743e+08;-4.26271e+08;4.74223e+07;3.06299e+08;7.58815e+07;-3.32774e+06;-3.02691e+06;-803658;-1.12508e+06;-2.39351e+08;9.94228e+07;-1.30834e+08;-1.74031e+08;-8.38459e+08;-7.72385e+06;-6.72277e+08;5.00995e+08
42;0.378624;-0.0248403;-0.406562;-1.15343e-08;2.25731e-09;5.1347e-09;-0.00110051;0.00028014;0.000469821;38.8302;-3.90852e+08;1.31551;7.33779e+08;2.0197e+09;0;0;1e+30;-0.0841267;428.495;1.33547e+09;109765;2.13065;3528.92;0.00521093;4.17939e-06;-8.88511e+07;-7.26242e+08;-3.57463e+08;7.35697e+07;2.64457e+08;4.1528e+07;-5.55973e+07;-2.49966e+08;-8.66993e+08;0.233855;0.526134;0.0520272;0.0639965;-0.116024;0.0102924;-0.887905;-0.0379628;0.023985;0.0359542;-0.144066;0.0102924;-0.887905;-0.0379628;0.399611;0.0170114;0.308954;-0.252878;0.0235497;0.0235229;-0.00109711;0.000242018;-0.507287;-0.0109245;-0.320873;-0.392762;-0.0841267;-0.102882;-8.88513e+07;-7.26241e+08;-3.57463e+08;7.35697e+07;2.64457e+08;4.15279e+07;-5.55974e+07;-5.09618e+07;-1.2765e+07;-1.8194e+07;-2.49966e+08;9.88075e+07;-9.96079e+07;-2.06877e+08;-8.66993e+08;5.16874e+07;-7.69865e+08;3.95364e+08
