node_id;x;y;z;v_x;v_y;v_z;disp_x;disp_y;disp_z;T;stress_mean;strain_plast;stress_eff;stress_flow;strain_rate;surface_dist;contact_dist;strain_vol;structHardness;structTensile;structHeat;structVolume;structt85;structInstTRate;volume;Sub.stress_xx;Sub.stress_yy;Sub.stress_zz;Sub.stress_xy;Sub.stress_yz;Sub.stress_zx;stress_1;stress_2;stress_3;strain_elast;Sub.Strain_eff;Sub._strain_xx;Sub._strain_yy;Sub._strain_zz;Sub._strain_xy;Sub._strain_yz;Sub._strain_zx;Sub.strain_xx;Sub.strain_yy;Sub.strain_zz;Sub.strain_xy;Sub.strain_yz;Sub.strain_zx;Sub.strain_1;Sub.strain_1_x;Sub.strain_1_y;Sub.strain_1_z;Sub.strain_2;Sub.strain_2_x;Sub.strain_2_y;Sub.strain_2_z;Sub.strain_3;Sub.strain_3_x;Sub.strain_3_y;Sub.strain_3_z;Sub.strain_vol;Sub._temper_vol;Sub.stress_xx;Sub.stress_yy;Sub.stress_zz;Sub.stress_xy;Sub.stress_yz;Sub.stress_zx;Sub.stress_1;Sub.stress_1_x;Sub.stress_1_y;Sub.stress_1_z;Sub.stress_2;Sub.stress_2_x;Sub.stress_2_y;Sub.stress_2_z;Sub.stress_3;Sub.stress_3_x;Sub.stress_3_y;Sub.stress_3_z
43;0.377371;-0.017006;-0.41047;-1.13941e-08;1.70622e-09;5.40502e-09;-0.00108993;0.000225524;0.000497089;38.8721;-4.37235e+08;1.39831;7.31461e+08;2.03155e+09;0;0;1e+30;-0.0844418;428.495;1.33547e+09;109692;2.12674;3528.79;0.00522236;1.82981e-06;-1.71564e+08;-8.04462e+08;-3.35678e+08;6.06193e+07;2.47899e+08;7.30847e+07;-1.04149e+08;-2.95337e+08;-9.12218e+08;0.233117;0.612646;0.0483116;0.206681;-0.254993;-0.0138276;-0.950843;-0.0395908;0.0201644;0.178534;-0.28314;-0.0138276;-0.950843;-0.0395908;0.476244;0.00485414;0.403583;-0.252795;0.0208119;0.0207989;-0.000554935;-0.000486568;-0.581497;-0.0197511;-0.308332;-0.492626;-0.0844418;-0.102882;-1.71564e+08;-8.04462e+08;-3.35678e+08;6.06194e+07;2.47899e+08;7.30847e+07;-1.04149e+08;-8.40794e+07;-2.68489e+07;-5.52877e+07;-2.95337e+08;1.73952e+08;-8.74241e+07;-2.22085e+08;-9.12218e+08;3.34902e+07;-8.39001e+08;3.56506e+08
44;0.377373;-0.0120401;-0.412485;-1.13635e-08;1.34594e-09;5.54704e-09;-0.00108969;0.000190456;0.000511558;38.878;-4.04235e+08;1.37887;7.46019e+08;2.02544e+09;0;0;1e+30;-0.0819991;428.495;1.33547e+09;109693;2.12672;3528.75;0.00522398;2.49034e-06;-1.09765e+08;-8.11007e+08;-2.91932e+08;5.04703e+07;2.06009e+08;9.01879e+07;-4.8883e+07;-2.80566e+08;-8.83255e+08;0.237757;0.59021;0.0459133;0.260389;-0.306303;-0.00056783;-0.842709;-0.0861547;0.0185802;0.233056;-0.333636;-0.00056783;-0.842709;-0.0861547;0.458387;0.020891;0.403791;-0.215952;0.0201831;0.0201184;-0.00143616;-0.00073912;-0.560569;-0.0368752;-0.262309;-0.494037;-0.0819991;-0.100636;-1.09765e+08;-8.11007e+08;-2.91932e+08;5.04703e+07;2.06009e+08;9.01879e+07;-4.8883e+07;-4.20132e+07;-9.07566e+06;-2.32823e+07;-2.80566e+08;1.43269e+08;-7.5365e+07;-2.29153e+08;-8.83255e+08;2.09333e+07;-8.34839e+08;2.87654e+08
45;0.377479;-0.00702779;-0.414071;-1.13412e-08;9.88695e-10;5.65894e-09;-0.00109036;0.000155403;0.00052261;38.8736;-3.69641e+08;1.36113;7.33751e+08;2.03583e+09;0;0;1e+30;-0.079544;428.495;1.33547e+09;109689;2.12669;3528.77;0.00522277;1.95288e-06;-9.9492e+07;-8.10797e+08;-1.98633e+08;3.61101e+07;1.51911e+08;8.1617e+07;-3.77455e+07;-2.24385e+08;-8.46792e+08;0.233847;0.579478;0.0475571;0.312032;-0.359589;0.00499679;-0.729854;-0.129656;0.0210425;0.285517;-0.386104;0.00499679;-0.729854;-0.129656;0.447528;0.0299064;0.408193;-0.181014;0.0250952;0.0249094;-0.00255928;-0.00165584;-0.552168;-0.0560076;-0.21925;-0.503668;-0.079544;-0.0983864;-9.9492e+07;-8.10797e+08;-1.98633e+08;3.61101e+07;1.51911e+08;8.1617e+07;-3.77455e+07;-3.09156e+07;-5.55705e+06;-2.09302e+07;-2.24385e+08;1.28635e+08;-3.8642e+07;-1.79745e+08;-8.46792e+08;1.90031e+07;-8.24772e+08;1.90911e+08
46;0.377635;0.00176758;-0.415817;-1.13057e-08;3.53345e-10;5.78271e-09;-0.00109099;9.29826e-05;0.000534528;38.8729;-4.03452e+08;1.31978;7.41094e+08;2.02884e+09;0;0;1e+30;-0.0759939;428.495;1.33547e+09;109688;2.1267;3528.9;0.00522258;4.25615e-06;-1.40533e+08;-8.79458e+08;-1.90364e+08;2.29408e+07;6.67095e+07;8.68313e+07;-7.08416e+07;-2.53369e+08;-8.86145e+08;0.236188;0.591495;0.0447146;0.397392;-0.442106;0.0340748;-0.542302;-0.208784;0.0193833;0.37206;-0.467438;0.0340748;-0.542302;-0.208784;0.456934;0.0486327;0.434456;-0.132934;0.0301253;0.0295537;-0.00446152;-0.00376923;-0.563053;-0.0912423;-0.1532;-0.534072;-0.0759939;-0.0946351;-1.40533e+08;-8.79458e+08;-1.90364e+08;2.29408e+07;6.67095e+07;8.68313e+07;-7.08416e+07;-5.57603e+07;-5.16154e+06;-4.33899e+07;-2.53369e+08;1.562e+08;-1.54684e+07;-1.98892e+08;-8.86145e+08;1.75468e+07;-8.82132e+08;8.23866e+07
47;0.377058;0.00887888;-0.41604;-1.124e-08;-1.52142e-10;5.79959e-09;-0.00108675;4.28141e-05;0.000536188;38.893;-3.95327e+08;1.32242;7.39603e+08;2.0249e+09;0;0;1e+30;-0.079296;428.495;1.33547e+09;109692;2.12674;3527.99;0.00522804;1.68791e-06;-9.59176e+07;-8.72123e+08;-2.1794e+08;2.17711e+07;-2.60913e+07;8.3425e+07;-5.35035e+07;-2.58496e+08;-8.73981e+08;0.235713;0.506886;0.0346572;0.41033;-0.444987;-0.00832282;-0.146983;-0.118136;0.00822523;0.383898;-0.471419;-0.00832282;-0.146983;-0.118136;0.390169;0.00090215;0.388751;-0.0332215;0.0153336;0.0152241;-0.000190747;-0.00181866;-0.484798;-0.0578048;-0.0408513;-0.479603;-0.079296;-0.0979858;-9.59176e+07;-8.72123e+08;-2.1794e+08;2.17712e+07;-2.60913e+07;8.3425e+07;-5.35035e+07;-4.7744e+07;-500258;-2.4143e+07;-2.58496e+08;1.16364e+08;1.39253e+07;-2.30404e+08;-8.73981e+08;2.85288e+07;-8.72673e+08;-3.83349e+07
48;0.376087;0.0161079;-0.415281;-1.11514e-08;-6.69448e-10;5.74449e-09;-0.0010792;-8.32134e-06;0.000530256;38.9258;-4.04898e+08;1.32812;7.40736e+08;2.02887e+09;0;0;1e+30;-0.082703;428.495;1.33547e+09;109695;2.12675;3527.33;0.00523695;1.54004e-06;-1.23298e+08;-8.81226e+08;-2.1017e+08;1.45014e+07;-5.63728e+07;8.63449e+07;-6.97058e+07;-2.58438e+08;-8.86551e+08;0.236076;0.525731;0.0243956;0.423078;-0.447473;-0.0563191;0.25657;-0.023085;-0.00317202;0.39551;-0.475041;-0.0563191;0.25657;-0.023085;0.416099;-0.0292278;0.410783;0.0595132;-0.00513872;-0.00512544;-0.000368354;2.53377e-05;-0.493664;-0.00746427;0.0702535;-0.488582;-0.082703;-0.101336;-1.23298e+08;-8.81226e+08;-2.1017e+08;1.45015e+07;-5.63728e+07;8.63449e+07;-6.97058e+07;-5.90976e+07;1.50958e+06;-3.69337e+07;-2.58438e+08;1.36847e+08;2.2922e+07;-2.18032e+08;-8.86551e+08;2.54655e+07;-8.82848e+08;-7.68317e+07
49;0.376587;0.0224081;-0.414607;-1.11625e-08;-1.1271e-09;5.69924e-09;-0.00108238;-5.27129e-05;0.0005253;38.9214;-3.83407e+08;1.34699;7.31815e+08;2.03163e+09;0;0;1e+30;-0.0829059;428.495;1.33547e+09;109694;2.12676;3526.51;0.0052357;1.10845e-06;-1.39578e+08;-8.47246e+08;-1.63397e+08;-1.85039e+07;-9.36782e+07;8.88704e+07;-5.44423e+07;-2.35873e+08;-8.59906e+08;0.233232;0.538446;0.0308276;0.432081;-0.462909;0.0565786;0.18059;-0.173494;0.00319229;0.404446;-0.490544;0.0565786;0.18059;-0.173494;0.414412;0.0200802;0.412066;0.0391904;0.0175901;0.0173141;-0.000553258;-0.00305413;-0.514908;-0.0873645;0.0522621;-0.504744;-0.0829059;-0.101667;-1.39578e+08;-8.47246e+08;-1.63397e+08;-1.8504e+07;-9.36782e+07;8.88704e+07;-5.44423e+07;-3.96734e+07;5.28677e+06;-3.69057e+07;-2.35873e+08;1.61513e+08;2.12492e+07;-1.70582e+08;-8.59906e+08;-7.87568e+06;-8.52329e+08;-1.13631e+08
50;0.37726;0.0284579;-0.412947;-1.11888e-08;-1.55904e-09;5.58897e-09;-0.00108683;-9.51584e-05;0.000513373;38.9163;-2.93556e+08;1.31184;7.19176e+08;2.03326e+09;0;0;1e+30;-0.0801211;428.496;1.33547e+09;109691;2.12667;3526.19;0.00523429;6.41335e-07;-6.34767e+07;-7.49614e+08;-6.75767e+07;-1.21075e+07;-1.17963e+08;4.84433e+07;-5.20789e+06;-1.05997e+08;-7.69462e+08;0.229204;0.503218;0.106916;0.366488;-0.473404;0.0444973;0.0194169;-0.132722;0.0802092;0.339781;-0.500111;0.0444973;0.0194169;-0.132722;0.341694;0.0285458;0.340495;0.00167658;0.0859621;0.0851123;-0.00708745;-0.00975466;-0.507777;-0.0572131;0.00728061;-0.504491;-0.0801211;-0.0994164;-6.34767e+07;-7.49614e+08;-6.75767e+07;-1.21075e+07;-1.17963e+08;4.84433e+07;-5.20792e+06;-3.38347e+06;673279;-3.90145e+06;-1.05997e+08;-8.05782e+07;-1.09458e+07;6.79912e+07;-7.69462e+08;-4.28312e+06;-7.58856e+08;-1.27243e+08
51;0.37663;0.034195;-0.412087;-1.11362e-08;-1.96253e-09;5.52527e-09;-0.00108249;-0.00013493;0.000507361;38.9345;-4.11066e+08;1.30186;7.27492e+08;2.02568e+09;0;0;1e+30;-0.0846174;428.496;1.33547e+09;109691;2.1267;3525.19;0.0052392;1.84414e-06;-1.57062e+08;-8.40734e+08;-2.35402e+08;-2.84995e+06;-1.71094e+08;8.44909e+07;-8.93587e+07;-2.57606e+08;-8.86234e+08;0.231855;0.479834;0.0518028;0.362577;-0.41438;-0.115981;0.250546;-0.0527597;0.023597;0.334371;-0.442586;-0.115981;0.250546;-0.0527597;0.365115;-0.0646547;0.354773;0.0571363;0.0131557;0.0129394;0.00237366;-9.65134e-05;-0.462888;-0.0163693;0.0706446;-0.457172;-0.0846174;-0.103213;-1.57062e+08;-8.40734e+08;-2.35402e+08;-2.84994e+06;-1.71094e+08;8.44908e+07;-8.93587e+07;-6.92245e+07;1.27953e+07;-5.50385e+07;-2.57605e+08;1.62759e+08;5.54832e+07;-1.91811e+08;-8.86234e+08;2.30783e+07;-8.5608e+08;-2.28046e+08
52;0.376332;0.0401003;-0.410473;-1.11026e-08;-2.38986e-09;5.40772e-09;-0.00108021;-0.000175296;0.000493982;38.9576;-3.55493e+08;1.30313;7.40647e+08;2.01506e+09;0;0;1e+30;-0.0868923;428.496;1.33547e+09;109692;2.12674;3524.54;0.00524546;2.62251e-06;-4.78153e+07;-7.65689e+08;-2.52976e+08;1.90111e+06;-2.04269e+08;6.63724e+07;-2.28791e+07;-2.05765e+08;-8.37836e+08;0.236049;0.509044;-0.0157066;0.363907;-0.348201;-0.119697;0.496281;0.0944371;-0.0446707;0.334943;-0.377165;-0.119697;0.496281;0.0944371;0.416916;-0.0390063;0.396849;0.121691;-0.0392128;-0.0386008;-0.00174694;-0.00667599;-0.464596;0.0692489;0.140892;-0.437268;-0.0868923;-0.105819;-4.78153e+07;-7.65689e+08;-2.52976e+08;1.90114e+06;-2.04269e+08;6.63723e+07;-2.28792e+07;-2.13011e+07;2.16326e+06;-8.0648e+06;-2.05765e+08;7.48376e+07;6.59147e+07;-1.79983e+08;-8.37836e+08;2.53143e+07;-7.89721e+08;-2.78692e+08
53;0.376655;0.0478125;-0.406707;-1.11175e-08;-2.95104e-09;5.14611e-09;-0.00108052;-0.00023038;0.000468019;38.9526;-2.75009e+08;1.29147;7.56859e+08;2.01478e+09;0;0;1e+30;-0.0876562;428.496;1.33547e+09;109691;2.12672;3522.11;0.00524398;1.21839e-06;4.31131e+07;-6.58391e+08;-2.0975e+08;-3.06098e+06;-2.43897e+08;7.23135e+07;7.02418e+07;-1.28971e+08;-7.66298e+08;0.241216;0.53742;0.00155152;0.322246;-0.323797;-0.04534;0.646987;0.16862;-0.0276672;0.293027;-0.353016;-0.04534;0.646987;0.16862;0.427449;0.0108531;0.39433;0.164618;-0.0121841;-0.0119828;0.00112246;-0.00189876;-0.502921;0.0901453;0.188493;-0.457465;-0.0876562;-0.107062;4.3113e+07;-6.58391e+08;-2.0975e+08;-3.06096e+06;-2.43897e+08;7.23134e+07;7.02417e+07;6.54132e+07;-8.37053e+06;2.41857e+07;-1.28971e+08;4.68022e+07;5.00621e+07;-1.09256e+08;-7.66298e+08;2.506e+07;-7.00284e+08;-3.10142e+08
54;0.376147;0.0514112;-0.404648;-1.10847e-08;-3.2113e-09;4.99992e-09;-0.00107919;-0.00025924;0.000454198;38.9552;-3.42094e+08;1.33625;7.5773e+08;2.0257e+09;0;0;1e+30;-0.0886859;428.496;1.33547e+09;109693;2.12675;3521.84;0.0052447;1.18788e-06;-5.67539e+07;-6.77459e+08;-2.92069e+08;-3.24415e+07;-2.948e+08;7.23139e+07;-6.97337e+06;-1.82309e+08;-8.37e+08;0.241493;0.578098;0.00380883;0.308796;-0.312605;-0.0216685;0.763475;0.181785;-0.0257531;0.279234;-0.342167;-0.0216685;0.763475;0.181785;0.46251;0.0280884;0.415865;0.200458;-0.0128308;-0.0126264;0.00162475;-0.00160144;-0.538365;0.0899648;0.225536;-0.480497;-0.0886859;-0.107693;-5.67539e+07;-6.77459e+08;-2.92069e+08;-3.24415e+07;-2.948e+08;7.23138e+07;-6.97342e+06;-5.90192e+06;1.73057e+06;-3.28649e+06;-1.82309e+08;9.7094e+07;7.41906e+07;-1.35296e+08;-8.37e+08;6.37726e+06;-7.35801e+08;-3.98905e+08
55;0.0728716;-0.0620474;-0.338979;9.94028e-09;6.24726e-09;-1.13942e-09;0.00108131;0.000553893;-1.74536e-05;39.0734;-3.33836e+08;1.45115;7.30103e+08;2.04301e+09;0;0;1e+30;-0.108844;428.496;1.33547e+09;109694;2.12674;3515.95;0.00527655;3.78297e-06;-4.62595e+07;-1.4691e+08;-8.08337e+08;-7.39399e+07;-2.86263e+07;534050;-6.90275e+06;-1.85021e+08;-8.09583e+08;0.232694;0.399802;0.0833844;-0.342316;0.258932;0.030636;0.308226;-0.0350193;0.0471031;-0.378597;0.22265;0.030636;0.308226;-0.0350193;0.260697;-0.0163959;0.0606031;0.253025;0.0470359;0.0469032;0.00256593;0.00242473;-0.416577;0.0170644;-0.404527;0.0979959;-0.108844;-0.1279;-4.62595e+07;-1.4691e+08;-8.08337e+08;-7.39399e+07;-2.86263e+07;533969;-6.90278e+06;-6.09279e+06;3.2422e+06;-119867;-1.85021e+08;-8.69603e+07;-1.63143e+08;7.41795e+06;-8.09583e+08;-2.84941e+06;-3.5257e+07;-8.0881e+08
56;0.0744126;-0.0607247;-0.331466;9.82376e-09;6.1554e-09;-1.67484e-09;0.00106743;0.000538042;-7.25714e-05;39.1658;-4.27268e+08;1.29786;7.44352e+08;2.02796e+09;0;0;1e+30;-0.108814;428.496;1.33547e+09;109700;2.1268;3515.26;0.00530162;4.63919e-06;-1.67268e+08;-2.52815e+08;-8.6172e+08;-1.11143e+08;-1.66071e+08;3.69235e+07;-7.00185e+07;-3.0762e+08;-9.04165e+08;0.237239;0.340725;0.0204163;-0.205952;0.185536;0.0894683;0.424989;-0.0717505;-0.0158549;-0.242223;0.149265;0.0894683;0.424989;-0.0717505;0.243305;-0.0142492;0.09628;0.22299;-0.00739397;-0.00727823;-0.00129958;9.60328e-05;-0.344725;0.0573022;-0.310734;0.137827;-0.108814;-0.127314;-1.67268e+08;-2.52815e+08;-8.6172e+08;-1.11143e+08;-1.66071e+08;3.69235e+07;-7.00185e+07;-5.38296e+07;4.32527e+07;-1.15834e+07;-3.0762e+08;-1.96691e+08;-2.2985e+08;5.5782e+07;-9.04165e+08;1.04825e+07;-2.21688e+08;-8.76504e+08
57;0.0717976;-0.056803;-0.31913;9.98554e-09;5.88735e-09;-2.57381e-09;0.00108525;0.000509641;-0.000159532;39.1638;-4.372e+08;1.26845;7.53455e+08;2.01492e+09;0;0;1e+30;-0.112968;428.496;1.33548e+09;109694;2.12678;3515.45;0.00530108;1.08405e-05;-1.54208e+08;-3.47192e+08;-8.10199e+08;-1.10778e+08;-2.49196e+08;3.4696e+07;-7.33818e+07;-3.19177e+08;-9.1904e+08;0.240141;0.347393;0.0121028;-0.14568;0.133577;-0.0884967;0.524766;0.0202898;-0.0255531;-0.183336;0.0959213;-0.0884967;0.524766;0.0202898;0.254232;-0.0129276;0.131535;0.217176;-0.0204657;-0.0202563;0.00180224;-0.00229732;-0.346734;-0.0462207;-0.295144;0.176005;-0.112968;-0.131409;-1.54208e+08;-3.47192e+08;-8.10199e+08;-1.10778e+08;-2.49196e+08;3.46959e+07;-7.33819e+07;-6.01485e+07;3.88799e+07;-1.59817e+07;-3.19177e+08;-1.82761e+08;-2.38328e+08;1.08038e+08;-9.1904e+08;-1.53671e+07;-3.69596e+08;-8.41307e+08
58;0.0734834;-0.0518606;-0.308043;9.86725e-09;5.54224e-09;-3.37267e-09;0.00107268;0.000475101;-0.000237692;39.2354;-4.15157e+08;1.19455;7.66859e+08;2.00863e+09;0;0;1e+30;-0.111493;428.497;1.33548e+09;109694;2.12679;3510.5;0.00532028;6.27919e-06;-1.28331e+08;-3.80176e+08;-7.36964e+08;-1.21696e+08;-2.90825e+08;5.57568e+07;-3.21125e+07;-3.13454e+08;-8.99906e+08;0.244416;0.365056;0.100595;-0.0806455;-0.0199497;-0.0166333;0.604545;0.001645;0.063431;-0.11781;-0.0571139;-0.0166333;0.604545;0.001645;0.216492;-0.00702841;0.145217;0.16041;0.0633688;0.0633285;0.000686097;0.00215364;-0.391354;-0.00578199;-0.290222;0.262479;-0.111493;-0.130065;-1.28331e+08;-3.80176e+08;-7.36964e+08;-1.21696e+08;-2.90825e+08;5.57568e+07;-3.21125e+07;-2.60574e+07;1.65325e+07;-8.88264e+06;-3.13454e+08;-1.83137e+08;-2.20316e+08;1.2718e+08;-8.99906e+08;-1.30192e+07;-4.41713e+08;-7.83933e+08
59;0.0733944;-0.0478085;-0.301999;9.87457e-09;5.25775e-09;-3.82151e-09;0.00107281;0.000446397;-0.000280598;39.2494;-3.83197e+08;1.12248;7.40294e+08;1.99433e+09;0;0;1e+30;-0.111609;428.497;1.33548e+09;109693;2.12679;3511.23;0.00532399;6.86292e-06;-1.00624e+08;-4.53094e+08;-5.95874e+08;-1.13424e+08;-3.13779e+08;7.98346e+07;-4.04252e+06;-2.9917e+08;-8.46379e+08;0.23595;0.340766;0.0753364;-0.0400099;-0.0353266;-0.0246104;0.574429;0.0272556;0.0381336;-0.0772127;-0.0725294;-0.0246104;0.574429;0.0272556;0.212359;0.00123516;0.149516;0.150796;0.0389658;0.0389245;-0.00142296;0.00109206;-0.362933;-0.016573;-0.257387;0.255338;-0.111609;-0.130371;-1.00625e+08;-4.53094e+08;-5.95874e+08;-1.13424e+08;-3.13779e+08;7.98346e+07;-4.0425e+06;-3.31632e+06;1.82716e+06;-1.41609e+06;-2.9917e+08;-1.71042e+08;-1.90211e+08;1.55136e+08;-8.46379e+08;-9.8696e+06;-5.29559e+08;-6.60172e+08
60;0.0738954;-0.0367757;-0.289749;9.86008e-09;4.45427e-09;-4.71526e-09;0.00106829;0.000367987;-0.0003665;39.333;-4.98787e+08;1.02953;7.69898e+08;1.98895e+09;0;0;1e+30;-0.112812;428.497;1.33548e+09;109694;2.12681;3504.39;0.00534656;1.03217e-05;-2.13976e+08;-6.81729e+08;-6.00657e+08;-1.33191e+08;-3.16371e+08;1.31413e+08;-7.36467e+07;-4.62315e+08;-9.60401e+08;0.24539;0.291922;0.0475022;0.0707991;-0.118301;-0.0284984;0.451676;0.0911231;0.00989804;0.033195;-0.155905;-0.0284984;0.451676;0.0911231;0.184527;0.0144465;0.1524;0.103033;0.015364;0.0151634;-0.00220174;0.00113057;-0.312704;0.0440254;0.170521;-0.258395;-0.112812;-0.130887;-2.13976e+08;-6.81729e+08;-6.00657e+08;-1.33191e+08;-3.16371e+08;1.31413e+08;-7.36466e+07;-5.88902e+07;2.98675e+07;-3.26144e+07;-4.62315e+08;2.77476e+08;2.38741e+08;-2.82392e+08;-9.60401e+08;-1.82769e+07;-7.24359e+08;-6.30349e+08
61;0.073834;-0.020999;-0.278147;9.90384e-09;3.30778e-09;-5.57243e-09;0.00106821;0.000256938;-0.000447353;39.3813;-4.7863e+08;1.10474;7.70173e+08;1.98591e+09;0;0;1e+30;-0.112552;428.497;1.33548e+09;109693;2.12683;3499.7;0.00535947;1.28343e-05;-1.67716e+08;-7.83323e+08;-4.84851e+08;-1.10589e+08;-2.63109e+08;1.46607e+08;-4.93713e+07;-4.49282e+08;-9.37236e+08;0.24548;0.301064;0.0561203;0.151788;-0.207909;-0.048912;0.337879;0.128582;0.018603;0.114271;-0.245426;-0.048912;0.337879;0.128582;0.181179;0.0011056;0.168391;0.066851;0.0323228;0.0316972;-0.00251386;0.00580796;-0.326054;0.0638089;0.11762;-0.29733;-0.112552;-0.130747;-1.67716e+08;-7.83323e+08;-4.84851e+08;-1.10589e+08;-2.63109e+08;1.46608e+08;-4.93711e+07;-4.14601e+07;1.43611e+07;-2.26346e+07;-4.49282e+08;2.43554e+08;1.80536e+08;-3.31576e+08;-9.37236e+08;-2.85399e+07;-8.13788e+08;-4.64053e+08
62;0.0731642;-0.0113773;-0.273623;9.98118e-09;2.60228e-09;-5.91372e-09;0.00107271;0.000189315;-0.00047924;39.3795;-5.05349e+08;1.16614;7.64387e+08;2.003e+09;0;0;1e+30;-0.112482;428.497;1.33548e+09;109695;2.12677;3497.47;0.00535898;3.45568e-06;-2.08663e+08;-9.53335e+08;-3.54047e+08;-3.87833e+07;-1.20681e+08;1.51299e+08;-1.02172e+08;-4.37032e+08;-9.76843e+08;0.243636;0.328082;0.0889222;0.192431;-0.281353;-0.0504966;0.227633;0.14267;0.0514283;0.154937;-0.318847;-0.0504966;0.227633;0.14267;0.181506;-0.0133102;0.176909;0.0383443;0.0645668;0.0633309;0.00207732;0.0123995;-0.358554;0.0646766;0.0793466;-0.343631;-0.112482;-0.130517;-2.08663e+08;-9.53335e+08;-3.54047e+08;-3.87834e+07;-1.20681e+08;1.51299e+08;-1.02171e+08;-8.43915e+07;1.18369e+07;-5.63646e+07;-4.37032e+08;2.46292e+08;6.4526e+07;-3.55209e+08;-9.76842e+08;-1.2417e+07;-9.59485e+08;-1.82906e+08
63;0.0754212;0.00498927;-0.272124;9.8973e-09;1.38185e-09;-6.03996e-09;0.00105618;7.41486e-05;-0.000489098;39.4728;-5.29498e+08;1.17618;7.64885e+08;1.9978e+09;0;0;1e+30;-0.113214;428.497;1.33548e+09;109698;2.12683;3493.19;0.00538412;5.78745e-06;-2.24734e+08;-1.00685e+09;-3.56913e+08;-2.30379e+07;-4.71439e+07;1.30383e+08;-1.4237e+08;-4.35632e+08;-1.01049e+09;0.243799;0.277327;0.0675745;0.172082;-0.239656;-0.0938269;-0.193374;0.0361621;0.0298364;0.134343;-0.277394;-0.0938269;-0.193374;0.0361621;0.173181;-0.0567978;0.159478;-0.0365011;0.0127437;0.0120353;0.00414207;-0.000630302;-0.299139;0.00686802;-0.0643965;-0.292045;-0.113214;-0.131106;-2.24734e+08;-1.00685e+09;-3.56913e+08;-2.30379e+07;-4.7144e+07;1.30383e+08;-1.4237e+08;-1.20786e+08;7.30955e+06;-7.50102e+07;-4.35632e+08;2.30477e+08;2.11645e+07;-3.69064e+08;-1.01049e+09;-1.80872e+07;-1.00796e+09;-6.90983e+07
64;0.0741171;0.0153665;-0.27433;1.00397e-08;6.31256e-10;-5.90001e-09;0.00106635;8.48638e-07;-0.000472752;39.4453;-4.45163e+08;1.09185;7.47552e+08;1.97668e+09;0;0;1e+30;-0.111898;428.497;1.33548e+09;109694;2.12677;3492.15;0.00537654;5.00597e-06;-1.50896e+08;-8.98414e+08;-2.86177e+08;-2.75855e+07;4.21663e+06;1.63848e+08;-4.07808e+07;-3.95094e+08;-8.99613e+08;0.238273;0.23734;0.116772;0.112083;-0.228855;-0.0486456;-0.00572007;0.0971903;0.0794721;0.0747837;-0.266154;-0.0486456;-0.00572007;0.0971903;0.105619;0.0819477;-0.0656814;0.0112168;0.0553405;0.0340832;0.043338;0.00476628;-0.272857;0.0373071;0.000386499;-0.270294;-0.111898;-0.130292;-1.50896e+08;-8.98414e+08;-2.86177e+08;-2.75855e+07;4.21662e+06;1.63849e+08;-4.07807e+07;-3.39136e+07;979574;-2.26269e+07;-3.95094e+08;2.18831e+08;-1.47466e+07;-3.28626e+08;-8.99613e+08;-3.66039e+07;-8.98726e+08;1.59546e+07
65;0.0756103;0.0250061;-0.273337;9.97282e-09;-7.0862e-11;-5.97074e-09;0.00105535;-6.70717e-05;-0.000480505;39.452;-4.08961e+08;0.842253;7.66563e+08;1.95454e+09;0;0;1e+30;-0.108392;428.497;1.33548e+09;109691;2.12676;3493.45;0.00537838;4.66491e-06;-1.11914e+08;-8.77902e+08;-2.37067e+08;-7.83034e+06;1.06512e+07;1.63869e+08;920618;-3.49571e+08;-8.78233e+08;0.244333;0.274105;0.0872611;0.164354;-0.251615;0.0699676;0.145427;0.0590184;0.0511305;0.128223;-0.287745;0.0699676;0.145427;0.0590184;0.155617;0.0554836;0.142839;0.0271191;0.0376268;0.0350651;-0.0136454;0.000130738;-0.301636;0.0200249;0.0486131;-0.297019;-0.108392;-0.127001;-1.11914e+08;-8.77902e+08;-2.37067e+08;-7.83034e+06;1.06512e+07;1.63869e+08;920680;758311;-428.502;522125;-3.49571e+08;1.98179e+08;-8.73995e+06;-2.87834e+08;-8.78233e+08;-1.27889e+07;-8.77958e+08;1.78534e+07
66;0.0766767;0.0381886;-0.274145;9.96096e-09;-1.04798e-09;-5.90645e-09;0.00104912;-0.00016104;-0.000474515;39.5098;-3.75675e+08;0.765359;7.78055e+08;1.94978e+09;0;0;1e+30;-0.107555;428.497;1.33548e+09;109699;2.12687;3496.49;0.00539413;1.00627e-05;-8.29468e+07;-8.26274e+08;-2.17804e+08;1.30294e+07;1.50673e+08;1.48633e+08;2.34521e+07;-2.88336e+08;-8.62141e+08;0.247999;0.302067;0.0807555;0.186086;-0.266842;-0.0142613;-0.21983;-0.0222751;0.044904;0.150235;-0.302693;-0.0142613;-0.21983;-0.0222751;0.175651;-0.00599495;0.171121;-0.0391809;0.0451673;0.0451158;0.0011655;-0.00181276;-0.328373;-0.010949;-0.0736136;-0.319828;-0.107555;-0.126363;-8.29468e+07;-8.26274e+08;-2.17804e+08;1.30293e+07;1.50673e+08;1.48633e+08;2.3452e+07;1.90557e+07;2.66951e+06;1.3407e+07;-2.88336e+08;1.67873e+08;-5.9449e+07;-2.26764e+08;-8.62141e+08;-2.44392e+07;-8.3789e+08;2.01571e+08
